serial,firstoccurrence,lastoccurrence,deletedat,zprocessstate,zticketstate,zhnotifystate,zgenericactionstate,originalseverity,mins,zprocessstate_t,zhnotifystate_t,zgenericactionstate_t,zticketstate_t,live_range,Cluster,zprocessstate_s,zhnotifystate_s,zgenericactionstate_s,zticketstate_s,ProblematicArea
66197954,2020-08-12-12.23.17.000000,2020-08-12 12:23:17.000,2020-08-12 19:30:36.812,22.0,1,5,312,4,427.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
66197955,2020-08-12-12.23.17.000000,2020-08-12 12:23:17.000,2020-08-12 13:44:31.380,2.0,4,11,311,4,81.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully RESOLVED,Failed Retry,60-120 mins,36,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
66197987,2020-08-12-12.23.18.000000,2020-08-12 12:23:18.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66197988,2020-08-12-12.23.18.000000,2020-08-12 12:23:18.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198155,2020-08-12-12.23.42.000000,2020-08-12 12:23:42.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198259,2020-08-12-12.23.44.000000,2020-08-12 12:23:44.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198237,2020-08-12-12.23.44.000000,2020-08-12 12:23:44.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198290,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198138,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198291,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198298,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198123,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,2020-08-12 13:50:31.500,2.0,4,11,311,4,86.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully RESOLVED,Failed Retry,60-120 mins,36,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
66198049,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,2020-08-18 08:37:22.419,22.0,7,11,312,4,8413.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Failed,,35,negative,Positive,Positive,negative,ne-autoticket:ne-enrichment:
66198213,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198042,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198286,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198301,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198133,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198091,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198304,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198101,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,2020-08-12 13:47:31.411,2.0,4,11,311,4,83.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully RESOLVED,Failed Retry,60-120 mins,36,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
66198087,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198143,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198146,2020-08-12-12.23.40.000000,2020-08-12 12:23:40.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198109,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198128,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198127,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198125,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,2020-08-12 13:52:31.505,2.0,4,11,311,4,88.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully RESOLVED,Failed Retry,60-120 mins,36,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
66198140,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198088,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198284,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198131,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198046,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,,22.0,7,0,312,4,0.0,Ticket or Notifications Actions Failed,None,Final Response Successfully ESCALATED,Failed,Less than 30 mins,30,negative,neutral,Positive,negative,ne-autoticket:n-notification:ne-enrichment:
66198285,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198041,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198280,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198092,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198295,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198086,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198098,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,2020-08-12 13:47:31.411,2.0,4,11,311,4,83.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully RESOLVED,Failed Retry,60-120 mins,36,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
66198093,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198048,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198011,2020-08-12-12.23.33.000000,2020-08-12 12:23:33.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198273,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198130,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198299,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198136,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198271,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198089,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198139,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198278,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198094,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198097,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198099,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198096,2020-08-12-12.23.38.000000,2020-08-12 12:23:38.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198100,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,2020-08-12 13:49:31.484,2.0,4,11,311,4,85.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully RESOLVED,Failed Retry,60-120 mins,36,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
66198013,2020-08-12-12.23.34.000000,2020-08-12 12:23:34.000,2020-08-14 11:06:10.059,22.0,7,11,312,4,2802.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Failed,1920 - 3840 mins,35,negative,Positive,Positive,negative,ne-autoticket:ne-enrichment:
66198225,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,2020-08-12 18:10:35.452,22.0,1,5,312,4,346.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
66198132,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198124,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,2020-08-12 13:54:31.418,2.0,4,11,311,4,90.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully RESOLVED,Failed Retry,60-120 mins,36,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
66198218,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,4,312,4,0.0,Ticket or Notifications Actions Failed,Successfully Acknowledged,Final Response Successfully ESCALATED,Failed,Less than 30 mins,-1,negative,Positive,Positive,negative,ne-autoticket:ne-enrichment:
66198201,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198141,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198039,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198159,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,2020-08-12 13:51:31.561,2.0,4,11,311,4,87.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully RESOLVED,Failed Retry,60-120 mins,36,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
66198142,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198200,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,4,312,4,0.0,Ticket or Notifications Actions Failed,Successfully Acknowledged,Final Response Successfully ESCALATED,Failed,Less than 30 mins,-1,negative,Positive,Positive,negative,ne-autoticket:ne-enrichment:
66198207,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198209,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198221,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198204,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198210,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198212,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198214,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,4,312,4,0.0,Ticket or Notifications Actions Failed,Successfully Acknowledged,Final Response Successfully ESCALATED,Failed,Less than 30 mins,-1,negative,Positive,Positive,negative,ne-autoticket:ne-enrichment:
66198219,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198224,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,2020-08-12 18:10:35.452,22.0,1,5,312,4,346.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
66198226,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,2020-08-12 18:10:35.452,22.0,1,5,312,4,346.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
66198228,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198235,2020-08-12-12.23.44.000000,2020-08-12 12:23:44.000,2020-08-12 13:56:31.460,2.0,4,11,311,4,92.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully RESOLVED,Failed Retry,60-120 mins,36,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
66198152,2020-08-12-12.23.42.000000,2020-08-12 12:23:42.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198239,2020-08-12-12.23.44.000000,2020-08-12 12:23:44.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198240,2020-08-12-12.23.44.000000,2020-08-12 12:23:44.000,,22.0,7,0,312,4,0.0,Ticket or Notifications Actions Failed,None,Final Response Successfully ESCALATED,Failed,Less than 30 mins,30,negative,neutral,Positive,negative,ne-autoticket:n-notification:ne-enrichment:
66198036,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198035,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198242,2020-08-12-12.23.44.000000,2020-08-12 12:23:44.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198203,2020-08-12-12.23.43.000000,2020-08-12 12:23:43.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198274,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198072,2020-08-12-12.23.37.000000,2020-08-12 12:23:37.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198272,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198010,2020-08-12-12.23.33.000000,2020-08-12 12:23:33.000,2020-08-18 00:26:16.709,22.0,7,11,312,4,7922.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Failed,,35,negative,Positive,Positive,negative,ne-autoticket:ne-enrichment:
66198033,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198308,2020-08-12-12.23.59.000000,2020-08-12 12:23:59.000,2020-08-12 12:41:30.535,2.0,4,1,312,5,17.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Failed Retry,Less than 30 mins,-1,neutral,neutral,Positive,negative,ne-autoticket:n-notification:n-enrichment:
66198057,2020-08-12-12.23.35.000000,2020-08-12 12:23:35.000,2020-08-17 15:17:09.473,22.0,7,11,312,4,7373.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Failed,,35,negative,Positive,Positive,negative,ne-autoticket:ne-enrichment:
66198275,2020-08-12-12.23.45.000000,2020-08-12 12:23:45.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198126,2020-08-12-12.23.39.000000,2020-08-12 12:23:39.000,,22.0,7,5,312,5,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198246,2020-08-12-12.23.44.000000,2020-08-12 12:23:44.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198251,2020-08-12-12.23.44.000000,2020-08-12 12:23:44.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
66198014,2020-08-12-12.23.34.000000,2020-08-12 12:23:34.000,,22.0,7,5,312,4,0.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Failed,Less than 30 mins,34,negative,negative,Positive,negative,ne-autoticket:ne-notification:ne-enrichment:
